"";"x"
"1";"https://www.vlr.gg/185086/four-angry-men-vs-extraordinary-fgc-valorant-invitational-2023-act-1-qualifiers-ro16"
"2";"https://www.vlr.gg/185087/douyu-gaming-vs-newhappy-esports-fgc-valorant-invitational-2023-act-1-qualifiers-ro16"
"3";"https://www.vlr.gg/185083/royal-never-give-up-vs-kpg-fgc-valorant-invitational-2023-act-1-qualifiers-ro16"
"4";"https://www.vlr.gg/179475/global-esports-phoenix-vs-go-cyrene-game-changers-2023-asia-pacific-open-1-playoffs-lr1"
"5";"https://www.vlr.gg/179476/bigg-scythe-vs-capybara-gang-game-changers-2023-asia-pacific-open-1-playoffs-lr1"
"6";"https://www.vlr.gg/185089/tjd-esports-club-vs-weibo-gaming-fgc-valorant-invitational-2023-act-1-qualifiers-ro16"
"7";"https://www.vlr.gg/179477/team-smg-gc-vs-sapphire-game-changers-2023-asia-pacific-open-1-playoffs-ubsf"
"8";"https://www.vlr.gg/179478/orangutan-x-vs-rrq-kaguya-game-changers-2023-asia-pacific-open-1-playoffs-ubsf"
"9";"https://www.vlr.gg/169013/oresports-vs-mad-lions-challengers-league-north-america-w5"
"10";"https://www.vlr.gg/179419/optix-vs-ebro-gaming-challengers-league-latam-south-fire-split-1-w3"
"11";"https://www.vlr.gg/169010/faze-clan-vs-moist-moguls-challengers-league-north-america-w5"
"12";"https://www.vlr.gg/184371/keyd-stars-vs-oddik-challengers-league-brazil-split-1-lr1"
